id,content
192,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) คำตอบ: ภาคการศึกษาต้น 9 - 13 มิ.ย. 68 / ภาคการศึกษาปลาย 27 - 31 ต.ค. 68 / ภาคฤดูร้อน 16 - 20 มี.ค. 69"
193,"คำถาม: คณะส่งคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 9 - 16 มิ.ย. 68 / ภาคการศึกษาปลาย 27 ต.ค. - 3 พ.ย. 68 / ภาคฤดูร้อน 16 - 23 มี.ค. 69"
194,"คำถาม: คณะส่งแบบฟอร์มการขอเปลี่ยนแปลงตารางเรียนตารางสอน ถึง กองบริการการศึกษา (UP20) คำตอบ: ภาคการศึกษาต้น 11 - 26 มิ.ย. 68 / ภาคการศึกษาปลาย 29 ต.ค. - 13 พ.ย. 68 / ภาคฤดูร้อน 9 - 26 มี.ค. 69"
195,"คำถาม: คณะส่งแบบฟอร์มการขอเปิดรายวิชา ถึง กองบริการการศึกษา (UP21) คำตอบ: ภาคการศึกษาต้น 11 - 26 มิ.ย. 68 / ภาคการศึกษาปลาย 29 ต.ค. - 13 พ.ย. 68 / ภาคฤดูร้อน 9 - 26 มี.ค. 69"
196,"คำถาม: วันเปิดภาคการศึกษา คำตอบ: ภาคการศึกษาต้น 16 มิ.ย. 68 / ภาคการศึกษาปลาย 3 พ.ย. 68 / ภาคฤดูร้อน 23 มี.ค. 69"
197,"คำถาม: ลงทะเบียนเรียนล่าช้าและลงทะเบียนรักษาสภาพการเป็นนิสิต เพิ่ม-ถอนรายวิชาไม่ได้รับอักษร W นิสิตรหัส 67-68 คำตอบ: ภาคการศึกษาต้น 16 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 3 - 14 พ.ย. 68 / ภาคฤดูร้อน 23 - 27 มี.ค. 69"
198,"คำถาม: ลงทะเบียนเรียนล่าช้าและลงทะเบียนรักษาสภาพการเป็นนิสิต เพิ่ม-ถอนรายวิชาไม่ได้รับอักษร W นิสิตรหัส 66 และน้อยกว่า คำตอบ: ภาคการศึกษาต้น 17 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 14 พ.ย. 68 / ภาคฤดูร้อน 24 - 27 มี.ค. 69"
199,"คำถาม: ชำระเงินค่าลงทะเบียนเรียนทุกชั้นปี (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 17 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 14 พ.ย. 68 / ภาคฤดูร้อน 24 - 27 มี.ค. 69"
200,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 17 - 27 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 14 พ.ย. 68 / ภาคฤดูร้อน 24 - 27 มี.ค. 69"
201,"คำถาม: คณะรับคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 17 - 30 มิ.ย. 68 / ภาคการศึกษาปลาย 4 - 17 พ.ย. 68 / ภาคฤดูร้อน 24 - 30 มี.ค. 69"
202,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษา (UP 24) และชำระเงินค่าขึ้นทะเบียนปริญญาบัตร คำตอบ: ภาคการศึกษาต้น 16 มิ.ย. - 15 ก.ค. 68 / ภาคการศึกษาปลาย 3 พ.ย. - 2 ธ.ค. 68 / ภาคฤดูร้อน 23 มี.ค. - 21 เม.ย. 69"
203,"คำถาม: วันสุดท้ายคณะรับคำร้องขอสำเร็จการศึกษา (UP 24) คำตอบ: ภาคการศึกษาต้น 17 ก.ค. 68 / ภาคการศึกษาปลาย 4 ธ.ค. 68 / ภาคฤดูร้อน 23 เม.ย. 69"
204,"คำถาม: วันสุดท้ายคณะรวบรวมรายชื่อขอสำเร็จการศึกษา (UP 24) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 21 ก.ค. 68 / ภาคการศึกษาปลาย 9 ธ.ค. 68 / ภาคฤดูร้อน 27 เม.ย. 69"
205,"คำถาม: วันสุดท้ายของการส่งรายงานผลขอแก้ไขอักษร I ถึง คณะเจ้าของรายวิชา คำตอบ: ภาคการศึกษาต้น 15 ก.ค. 68 / ภาคการศึกษาปลาย 28 พ.ย. 68 / ภาคฤดูร้อน 24 เม.ย. 69"
206,"คำถาม: วันสุดท้ายของการส่งรายงานผลขอแก้ไขอักษร I ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 18 ก.ค. 68 / ภาคการศึกษาปลาย 4 ธ.ค. 68 / ภาคฤดูร้อน 28 เม.ย. 69"
207,"คำถาม: นิสิตยื่นคำร้องขอถอนรายวิชาโดยได้รับอักษร W (UP 08) คำตอบ: ภาคการศึกษาต้น 19 ก.ย. 68 / ภาคการศึกษาปลาย 6 ก.พ. 69 / ภาคฤดูร้อน 8 พ.ค. 69"
208,"คำถาม: วันสุดท้ายคณะส่งคำร้องขอถอนรายวิชาโดยได้รับอักษร W (UP 08) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 22 ก.ย. 68 / ภาคการศึกษาปลาย 9 ก.พ. 69 / ภาคฤดูร้อน 11 พ.ค. 69"
209,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษาล่าช้า (UP 25) คำตอบ: ภาคการศึกษาต้น 18 ก.ค. - 1 ต.ค. 68 / ภาคการศึกษาปลาย 5 ธ.ค. 68 - 18 ก.พ. 69 / ภาคฤดูร้อน 24 เม.ย. - 20 พ.ค. 69"
210,"คำถาม: คณะรับคำร้องขอสำเร็จการศึกษาล่าช้า (UP 25) คำตอบ: ภาคการศึกษาต้น 18 ก.ค. - 2 ต.ค. 68 / ภาคการศึกษาปลาย 5 ธ.ค. 68 - 19 ก.พ. 69 / ภาคฤดูร้อน 24 เม.ย. - 21 พ.ค. 69"
211,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอคืนสภาพการเป็นนิสิตเพื่อลงทะเบียนเรียน (UP 4) (นิสิต) คำตอบ: ภาคการศึกษาต้น 1 ส.ค. 68 / ภาคการศึกษาปลาย 19 ธ.ค. 68 / ภาคฤดูร้อน 24 เม.ย. 69"
212,"คำถาม: คณะส่งข้อมูลรายวิชาตามแผนการศึกษาที่เปิดสอนถึงกองบริการการศึกษา คำตอบ: ภาคการศึกษาปลาย 15 - 30 ก.ย. 68 / ภาคการศึกษาฤดูร้อน 15 - 30 ม.ค. 69"
213,"คำถาม: คณะตรวจสอบรายวิชาตามแผนการศึกษา คำตอบ: ภาคการศึกษาปลาย 1 - 15 ต.ค. 68 / ภาคการศึกษาฤดูร้อน 1 - 15 ก.พ. 69"
214,"คำถาม: ผู้เรียนเตรียมลงทะเบียนเรียน คำตอบ: ภาคการศึกษาปลาย 1 - 14 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 16 ก.พ. - 24 มี.ค. 69"
215,"คำถาม: วันลงทะเบียนและชำระค่าลงทะเบียน คำตอบ: ภาคการศึกษาปลาย 15 - 22 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 25 มี.ค. - 4 เม.ย. 69"
216,"คำถาม: ผู้เรียนยื่นคำร้องขอผ่อนผันการลงทะเบียน (UP18) คำตอบ: ภาคการศึกษาปลาย 16 - 22 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 26 มี.ค. - 4 เม.ย. 69"
217,"คำถาม: คณะส่งคำร้องขอผ่อนผันการลงทะเบียน (UP18) ถึงกองบริการการศึกษา คำตอบ: ภาคการศึกษาปลาย 16 - 23 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 1 - 5 เม.ย. 69"
218,"คำถาม: คณะส่งแบบฟอร์มขอเปลี่ยนแปลงตารางสอนถึงกองบริการการศึกษา (UP20) คำตอบ: ภาคการศึกษาปลาย 10 - 27 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 10 มี.ค. - 10 เม.ย. 69"
219,"คำถาม: คณะส่งแบบฟอร์มขอเปิดรายวิชาถึงกองบริการการศึกษา (UP21) คำตอบ: ภาคการศึกษาปลาย 10 - 27 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 10 มี.ค. - 10 เม.ย. 69"
220,"คำถาม: วันเปิดภาคการศึกษา คำตอบ: ภาคการศึกษาต้น 30 มิ.ย. 68 / ภาคการศึกษาปลาย 17 พ.ย. 68 / ภาคการศึกษาฤดูร้อน 6 เม.ย. 69"
221,"คำถาม: ลงทะเบียนล่าช้าและรักษาสภาพการเป็นนิสิต เพิ่ม-ถอนรายวิชาที่ได้รับอักษร W คำตอบ: ภาคการศึกษาต้น 1 - 20 ก.ค. 68 / ภาคการศึกษาปลาย 24 พ.ย. - 14 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 7 - 14 เม.ย. 69"
222,"คำถาม: ชำระค่าลงทะเบียนล่าช้า คำตอบ: ภาคการศึกษาต้น 2 - 20 ก.ค. 68 / ภาคการศึกษาปลาย 2 - 20 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 8 - 14 เม.ย. 69"
223,"คำถาม: ผู้เรียนยื่นคำร้องขอผ่อนผันการลงทะเบียน (UP18) (สำหรับผู้ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 2 - 20 ก.ค. 68 / ภาคการศึกษาปลาย 2 - 20 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 8 - 14 เม.ย. 69"
224,"คำถาม: คณะรับคำร้องขอผ่อนผันการลงทะเบียน (UP18) (สำหรับผู้ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาต้น 2 - 23 ก.ค. 68 / ภาคการศึกษาปลาย 2 - 23 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 8 - 19 เม.ย. 69"
225,"คำถาม: ผู้เรียนยื่นคำร้องขอสำเร็จการศึกษา (UP24) และชำระค่าใบประกาศนียบัตร คำตอบ: ภาคการศึกษาต้น 1 ก.ค. - 1 ส.ค. 68 / ภาคการศึกษาปลาย 25 พ.ย. - 25 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 7 - 30 เม.ย. 69"
226,"คำถาม: วันสุดท้ายคณะรับคำร้องขอสำเร็จการศึกษา (UP24) คำตอบ: ภาคการศึกษาต้น 3 ส.ค. 68 / ภาคการศึกษาปลาย 28 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 3 พ.ค. 69"
227,"คำถาม: คณะรวบรวมรายชื่อขอสำเร็จการศึกษา (UP24) ถึงกองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 10 ส.ค. 68 / ภาคการศึกษาปลาย 30 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 10 พ.ค. 69"
228,"คำถาม: วันสุดท้ายของการส่งขอแก้อักษร I ถึงกองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 7 ส.ค. 68 / ภาคการศึกษาปลาย 23 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 7 พ.ค. 69"
229,"คำถาม: ผู้เรียนยื่นคำร้องขอถอนรายวิชาโดยได้รับอักษร W (UP08) คำตอบ: ภาคการศึกษาต้น 8 ต.ค. 68 / ภาคการศึกษาปลาย 25 ก.พ. 69 / ภาคการศึกษาฤดูร้อน 17 พ.ค. 69"
230,"คำถาม: วันสุดท้ายคณะส่งคำร้องขอถอนรายวิชาโดยได้รับอักษร W (UP08) ถึง กบศ. คำตอบ: ภาคการศึกษาต้น 11 ต.ค. 68 / ภาคการศึกษาปลาย 28 ก.พ. 69 / ภาคการศึกษาฤดูร้อน 18 พ.ค. 69"
231,"คำถาม: ผู้เรียนยื่นคำร้องขอสำเร็จการศึกษาล่าช้า (UP25) คำตอบ: ภาคการศึกษาต้น 1 - 18 ต.ค. 68 / ภาคการศึกษาปลาย 1 - 15 ม.ค. 69 / ภาคการศึกษาฤดูร้อน 1 - 7 พ.ค. 69"
232,"คำถาม: คณะรับคำร้องขอสำเร็จการศึกษาล่าช้า (UP25) คำตอบ: ภาคการศึกษาต้น 1 - 19 ต.ค. 68 / ภาคการศึกษาปลาย 1 - 16 ม.ค. 69 / ภาคการศึกษาฤดูร้อน 1 - 8 พ.ค. 69"
233,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอคืนสภาพการเป็นนิสิตเพื่อลงทะเบียนเรียน (UP4) (ผู้เรียน) คำตอบ: ภาคการศึกษาต้น 25 ส.ค. 68 / ภาคการศึกษาปลาย 24 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 7 พ.ค. 69"
234,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอเพิ่มรายวิชาหลังกำหนด (UP5) (ผู้เรียน) คำตอบ: ภาคการศึกษาต้น 25 ส.ค. 68 / ภาคการศึกษาปลาย 24 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 7 พ.ค. 69"
235,"คำถาม: วันสุดท้ายคณะส่งคำร้องขอคืนสภาพการเป็นนิสิตเพื่อลงทะเบียนเรียน (UP4) ถึง กบศ. คำตอบ: ภาคการศึกษาต้น 28 ส.ค. 68 / ภาคการศึกษาปลาย 27 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 10 พ.ค. 69"
236,"คำถาม: วันสุดท้ายของคณะส่งคำร้องขอเพิ่มรายวิชาหลังกำหนด (UP5) ถึง กบศ. คำตอบ: ภาคการศึกษาต้น 28 ส.ค. 68 / ภาคการศึกษาปลาย 27 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 10 พ.ค. 69"
237,"คำถาม: วันสุดท้ายของการชำระค่าลงทะเบียนเรียน กรณีได้รับอนุมัติให้ผ่อนผัน (UP18) คำตอบ: ภาคการศึกษาต้น 31 ส.ค. 68 / ภาคการศึกษาปลาย 24 ธ.ค. 68 / ภาคการศึกษาฤดูร้อน 7 พ.ค. 69"
238,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอลาพักการศึกษา (UP13) คำตอบ: ภาคการศึกษาต้น 25 ต.ค. 68 / ภาคการศึกษาปลาย 17 ก.พ. 69 / ภาคการศึกษาฤดูร้อน 25 พ.ค. 69"
239,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอลาออกโดยไม่ได้รับผลการเรียน (UP14) คำตอบ: ภาคการศึกษาต้น 25 ต.ค. 68 / ภาคการศึกษาปลาย 17 ก.พ. 69 / ภาคการศึกษาฤดูร้อน 25 พ.ค. 69"
240,"คำถาม: วันสอบปลายภาค (งดการเรียนการสอน) คำตอบ: ภาคการศึกษาต้น 20 - 29 ต.ค. 68 / ภาคการศึกษาปลาย 9 - 18 มี.ค. 69 / ภาคการศึกษาฤดูร้อน 25 - 26 พ.ค. 69"
241,"คำถาม: วันสุดท้ายของการยื่นขอแก้ไขชื่อ-สกุล (UP11) ของผู้เรียนที่คาดว่าจะสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 29 ต.ค. 68 / ภาคการศึกษาปลาย 18 มี.ค. 69 / ภาคการศึกษาฤดูร้อน 26 พ.ค. 69"
242,"คำถาม: วันปิดภาคการศึกษา คำตอบ: ภาคการศึกษาต้น 30 ต.ค. 68 / ภาคการศึกษาปลาย 19 มี.ค. 69 / ภาคการศึกษาฤดูร้อน 27 พ.ค. 69"
243,"คำถาม: วันสุดท้ายของการส่งผลการเรียนรายวิชา ถึงคณะ คำตอบ: ภาคการศึกษาต้น 10 พ.ย. 68 / ภาคการศึกษาปลาย 30 มี.ค. 69 / ภาคการศึกษาฤดูร้อน 5 มิ.ย. 69"
244,"คำถาม: วันสุดท้ายของการส่งผลการเรียนรายวิชา ถึงกองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 13 พ.ย. 68 / ภาคการศึกษาปลาย 3 เม.ย. 69 / ภาคการศึกษาฤดูร้อน 7 มิ.ย. 69"
245,"คำถาม: วันสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 30 ต.ค. 68 / ภาคการศึกษาปลาย 19 มี.ค. 69 / ภาคการศึกษาฤดูร้อน 27 พ.ค. 69"
246,"คำถาม: วันสอบกลางภาค (งดการเรียนการสอนทุกชั้นปี) คำตอบ: ภาคการศึกษาต้น 4 - 10 ส.ค. 68 / ภาคการศึกษาปลาย 22 - 28 ธ.ค. 68 / ภาคฤดูร้อน -"
247,"คำถาม: วันประเมินการสอนผ่านระบบทะเบียนออนไลน์ คำตอบ: ภาคการศึกษาต้น 22 ก.ย. - 3 ต.ค. 68 / ภาคการศึกษาปลาย 9 - 20 ก.พ. 69 / ภาคฤดูร้อน 11 - 22 พ.ค. 69"
248,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอลาพักการศึกษา (UP 13) คำตอบ: ภาคการศึกษาต้น 3 ต.ค. 68 / ภาคการศึกษาปลาย 20 ก.พ. 69 / ภาคฤดูร้อน 22 พ.ค. 69"
249,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอลาออกโดยไม่ได้รับผลการเรียน (UP 14) คำตอบ: ภาคการศึกษาต้น 3 ต.ค. 68 / ภาคการศึกษาปลาย 20 ก.พ. 69 / ภาคฤดูร้อน 22 พ.ค. 69"
250,"คำถาม: วันสอบปลายภาค (งดการเรียนการสอนทุกชั้นปี) คำตอบ: ภาคการศึกษาต้น 6-10 และ 14-17 ต.ค. 68 / ภาคการศึกษาปลาย 23-27 ก.พ. 69 และ 4-6 มี.ค. 69 / ภาคฤดูร้อน 25-29 พ.ค. 69"
251,"คำถาม: วันสุดท้ายของการยื่นคำร้องขอแก้ไขชื่อ - สกุล (UP 11) ของนิสิตที่คาดว่าจะสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 17 ต.ค. 68 / ภาคการศึกษาปลาย 6 มี.ค. 69 / ภาคฤดูร้อน 29 พ.ค. 69"
252,"คำถาม: วันสุดท้ายของการยื่นผลการทดสอบภาษาอังกฤษเพื่อสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
253,"คำถาม: วันปิดภาคการศึกษา คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
254,"คำถาม: วันสุดท้ายของการส่งรายงานผลการเรียนรายวิชา ถึง คณะเจ้าของรายวิชา คำตอบ: ภาคการศึกษาต้น 31 ต.ค. 68 / ภาคการศึกษาปลาย 20 มี.ค. 69 / ภาคฤดูร้อน 8 มิ.ย. 69"
255,"คำถาม: วันสุดท้ายของการส่งรายงานผลการเรียนรายวิชา ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาต้น 4 พ.ย. 68 / ภาคการศึกษาปลาย 24 มี.ค. 69 / ภาคฤดูร้อน 12 มิ.ย. 69"
256,"คำถาม: วันสำเร็จการศึกษา คำตอบ: ภาคการศึกษาต้น 20 ต.ค. 68 / ภาคการศึกษาปลาย 9 มี.ค. 69 / ภาคฤดูร้อน 2 มิ.ย. 69"
257,"คำถาม: คณะส่งข้อมูลรายวิชาตามแผนการศึกษาที่เปิดสอนถึงกองบริการการศึกษา คำตอบ: ภาคการศึกษาที่ 1 31 มี.ค. 68 / ภาคการศึกษาที่ 2 29 ก.ค. 68 / ภาคการศึกษาที่ 3 24 พ.ย. 68"
258,"คำถาม: วันสุดท้ายของการรับเอกสารขอโอนย้ายสถานศึกษา คำตอบ: ภาคการศึกษาที่ 1 16 พ.ค. 68 / ภาคการศึกษาที่ 2 12 ก.ย. 68 / ภาคการศึกษาที่ 3 9 ม.ค. 69"
259,"คำถาม: นิสิตยื่นคำร้องขอเทียบโอนรายวิชาและผลการเรียนจากสถานศึกษาเดิม (UP09) คำตอบ: ภาคการศึกษาที่ 1 16 พ.ค. - 16 มิ.ย. 68 / ภาคการศึกษาที่ 2 12 ก.ย. - 14 ต.ค. 68 / ภาคการศึกษาที่ 3 9 ม.ค. - 9 ก.พ. 69"
260,"คำถาม: คณะรับคำร้องขอเทียบโอนรายวิชาและผลการเรียนจากสถานศึกษาเดิม (UP09) คำตอบ: ภาคการศึกษาที่ 1 16 พ.ค. - 17 มิ.ย. 68 / ภาคการศึกษาที่ 2 12 ก.ย. - 15 ต.ค. 68 / ภาคการศึกษาที่ 3 9 ม.ค. - 10 ก.พ. 69"
261,"คำถาม: นิสิตยื่นคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ถึง คณะต้นสังกัดของนิสิต คำตอบ: ภาคการศึกษาที่ 1 6 - 16 พ.ค. 68 / ภาคการศึกษาที่ 2 1 - 12 ก.ย. 68 / ภาคการศึกษาที่ 3 29 ธ.ค. 68 - 9 ม.ค. 69"
262,"คำถาม: คณะต้นสังกัดส่งคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ไปยัง คณะที่รับย้าย คำตอบ: ภาคการศึกษาที่ 1 19 - 23 พ.ค. 68 / ภาคการศึกษาที่ 2 15 - 19 ก.ย. 68 / ภาคการศึกษาที่ 3 12 - 16 ม.ค. 69"
263,"คำถาม: คณะที่รับย้ายส่งคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ไปยัง กองบริการการศึกษา คำตอบ: ภาคการศึกษาที่ 1 26 - 30 พ.ค. 68 / ภาคการศึกษาที่ 2 22 - 26 ก.ย. 68 / ภาคการศึกษาที่ 3 19 - 23 ม.ค. 69"
264,"คำถาม: วันประกาศตารางเรียนตารางสอน คำตอบ: ภาคการศึกษาที่ 1 2 มิ.ย. 68 / ภาคการศึกษาที่ 2 29 ก.ย. 68 / ภาคการศึกษาที่ 3 26 ม.ค. 69"
265,"คำถาม: วันพบอาจารย์ที่ปรึกษา คำตอบ: ภาคการศึกษาที่ 1 2 มิ.ย. 68 / ภาคการศึกษาที่ 2 29 ก.ย. 68 / ภาคการศึกษาที่ 3 26 ม.ค. 69"
266,"คำถาม: นิสิตยื่นความประสงค์ลงทะเบียนรายวิชาตามแผนการศึกษาผ่านระบบ (UP20.1) คำตอบ: ภาคการศึกษาที่ 1 2 - 25 มิ.ย. 68 / ภาคการศึกษาที่ 2 29 ก.ย. - 21 ต.ค. 68 / ภาคการศึกษาที่ 3 26 ม.ค. - 18 ก.พ. 69"
267,"คำถาม: นิสิตเตรียมลงทะเบียนเรียน คำตอบ: ภาคการศึกษาที่ 1 2 - 6 มิ.ย. 68 / ภาคการศึกษาที่ 2 29 ก.ย. - 3 ต.ค. 68 / ภาคการศึกษาที่ 3 26 - 30 ม.ค. 69"
268,"คำถาม: วันลงทะเบียนเรียน และลงทะเบียนรักษาสภาพการเป็นนิสิต คำตอบ: ภาคการศึกษาที่ 1 9 - 13 มิ.ย. 68 / ภาคการศึกษาที่ 2 6 - 10 ต.ค. 68 / ภาคการศึกษาที่ 3 2 - 6 ก.พ. 69"
269,"คำถาม: ชำระเงินค่าลงทะเบียนทุกชั้นปี คำตอบ: ภาคการศึกษาที่ 1 9 - 13 มิ.ย. 68 / ภาคการศึกษาที่ 2 6 - 10 ต.ค. 68 / ภาคการศึกษาที่ 3 2 - 6 ก.พ. 69"
270,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียน (UP 18) คำตอบ: ภาคการศึกษาที่ 1 9 - 13 มิ.ย. 68 / ภาคการศึกษาที่ 2 6 - 10 ต.ค. 68 / ภาคการศึกษาที่ 3 2 - 6 ก.พ. 69"
271,"คำถาม: คณะรับคำร้องขอผ่อนผันการลงทะเบียน (UP 18) คำตอบ: ภาคการศึกษาที่ 1 9 - 16 มิ.ย. 68 / ภาคการศึกษาที่ 2 6 - 14 ต.ค. 68 / ภาคการศึกษาที่ 3 2 - 9 ก.พ. 69"
272,"คำถาม: คณะส่งแบบฟอร์มการขอเปิดรายวิชามายังกองบริการการศึกษา (UP21) คำตอบ: ภาคการศึกษาที่ 1 11 - 26 มิ.ย. 68 / ภาคการศึกษาที่ 2 8 - 22 ต.ค. 68 / ภาคการศึกษาที่ 3 4 - 18 ก.พ. 69"
273,"คำถาม: คณะส่งแบบฟอร์มการขอเปลี่ยนแปลงตารางเรียนตารางสอนมายังกองบริการการศึกษา (UP20) คำตอบ: ภาคการศึกษาที่ 1 11 - 26 มิ.ย. 68 / ภาคการศึกษาที่ 2 8 - 22 ต.ค. 68 / ภาคการศึกษาที่ 3 4 - 18 ก.พ. 69"
274,"คำถาม: วันเปิดภาคการศึกษา คำตอบ: ภาคการศึกษาที่ 1 16 มิ.ย. 68 / ภาคการศึกษาที่ 2 14 ต.ค. 68 / ภาคการศึกษาที่ 3 9 ก.พ. 69"
275,"คำถาม: วันเริ่มเรียน คำตอบ: ภาคการศึกษาที่ 1 21 มิ.ย. 68 / ภาคการศึกษาที่ 2 18 ต.ค. 68 / ภาคการศึกษาที่ 3 14 ก.พ. 69"
276,"คำถาม: ลงทะเบียนเรียนช้าและลงทะเบียนรักษาสภาพการเป็นนิสิต เพิ่ม-ถอนรายวิชาไม่ได้รับอักษร W คำตอบ: ภาคการศึกษาที่ 1 16 - 27 มิ.ย. 68 / ภาคการศึกษาที่ 2 14 - 24 ต.ค. 68 / ภาคการศึกษาที่ 3 9 - 20 ก.พ. 69"
277,"คำถาม: ชำระเงินค่าลงทะเบียนเรียนทุกชั้นปี (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาที่ 1 17 - 27 มิ.ย. 68 / ภาคการศึกษาที่ 2 15 - 24 ต.ค. 68 / ภาคการศึกษาที่ 3 10 - 20 ก.พ. 69"
278,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาที่ 1 17 - 27 มิ.ย. 68 / ภาคการศึกษาที่ 2 15 - 24 ต.ค. 68 / ภาคการศึกษาที่ 3 10 - 20 ก.พ. 69"
279,"คำถาม: คณะส่งคำร้องขอผ่อนผันการลงทะเบียน (UP 18) มายังกองบริการการศึกษา (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาคการศึกษาที่ 1 17 - 30 มิ.ย. 68 / ภาคการศึกษาที่ 2 15 - 27 ต.ค. 68 / ภาคการศึกษาที่ 3 10 - 23 ก.พ. 69"
280,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษา (UP 24) และชำระเงินค่าขึ้นทะเบียนปริญญาบัตร คำตอบ: ภาคการศึกษาที่ 1 16 มิ.ย. - 15 ก.ค. 68 / ภาคการศึกษาที่ 2 14 ต.ค. - 12 พ.ย. 68 / ภาคการศึกษาที่ 3 9 ก.พ. - 10 มี.ค. 69"
281,"คำถาม: วันสุดท้ายคณะรับคำร้องขอสำเร็จการศึกษา (UP 24) คำตอบ: ภาคการศึกษาที่ 1 17 ก.ค. 68 / ภาคการศึกษาที่ 2 14 พ.ย. 68 / ภาคการศึกษาที่ 3 12 มี.ค. 69"
282,"คำถาม: วันสุดท้ายคณะรวบรวมรายชื่อขอสำเร็จการศึกษา (UP 24) ถึง กองบริการการศึกษา คำตอบ: ภาคการศึกษาที่ 1 21 ก.ค. 68 / ภาคการศึกษาที่ 2 18 พ.ย. 68 / ภาคการศึกษาที่ 3 16 มี.ค. 69"
283,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษาล่าช้า (UP 25) คำตอบ: ภาคการศึกษาที่ 1 18 ก.ค. - 26 ส.ค. 68 / ภาคการศึกษาที่ 2 15 พ.ย. 68 - 23 ม.ค. 69 / ภาคการศึกษาที่ 3 13 มี.ค. - 20 พ.ค. 69"
